dataset,reason,sample_id,sample_idx
samsum,"CUDA out of memory. Tried to allocate 5.91 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 17.77 GiB is allocated by PyTorch, and 2.42 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e8093cf1029d67215d8923ee2ee24ef72b3b3e89c0b24b9a,74
samsum,"CUDA out of memory. Tried to allocate 7.80 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 19.78 GiB is allocated by PyTorch, and 421.03 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69353f9250a942cd899f379c999e0661f1d480c18c5d93be,75
samsum,"CUDA out of memory. Tried to allocate 3.52 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 16.84 GiB is allocated by PyTorch, and 3.34 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",f3f8c2e67980c65391702630b0e9e80ab725a73794f757e5,76
samsum,"CUDA out of memory. Tried to allocate 16.53 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 12.46 GiB is allocated by PyTorch, and 7.73 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9756cdabaec5212f9c240ece00e2e78b0494f283c60ded58,77
samsum,"CUDA out of memory. Tried to allocate 15.35 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 12.40 GiB is allocated by PyTorch, and 7.79 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",bdaabe95439bdf73e317e1d25ff5950baf98adf0d1f6f8f2,78
samsum,"CUDA out of memory. Tried to allocate 5.57 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 17.42 GiB is allocated by PyTorch, and 2.77 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e2da5efa833aca9a4b864566185d9b9ebd5828011e773ec3,79
samsum,"CUDA out of memory. Tried to allocate 19.48 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 12.60 GiB is allocated by PyTorch, and 7.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b7d15ef15a0ae0b16d47b17812d8a27aa75644157d1a05d7,80
samsum,"CUDA out of memory. Tried to allocate 4.22 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 15.98 GiB is allocated by PyTorch, and 4.21 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",dd67c41fcca2c4cf2444129da31eae2dcce158f4a0fca3a7,81
samsum,"CUDA out of memory. Tried to allocate 22.71 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 12.76 GiB is allocated by PyTorch, and 7.43 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",029c92ef5effb514c528174b21df3ca71e1b081302df80de,82
samsum,"CUDA out of memory. Tried to allocate 6.98 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 15.19 GiB is allocated by PyTorch, and 4.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",fa2c3e8009a275c4b1263f41043d94b748ddba1755dc2c20,83
samsum,"CUDA out of memory. Tried to allocate 6.27 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 14.81 GiB is allocated by PyTorch, and 5.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",7b4174f8931aaaf2726ec4219dad5aa987a1f08c52a7c05b,84
samsum,"CUDA out of memory. Tried to allocate 13.72 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 12.31 GiB is allocated by PyTorch, and 7.88 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b8c42e4d44758833224249af5e22f4dcde0e92e8fff92997,85
samsum,"CUDA out of memory. Tried to allocate 2.26 GiB. GPU 0 has a total capacity of 23.56 GiB of which 807.25 MiB is free. Including non-PyTorch memory, this process has 22.76 GiB memory in use. Of the allocated memory 20.58 GiB is allocated by PyTorch, and 1.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",faa641b2339029552240283cb3eb9f815bd90a06ac135dbc,86
samsum,"CUDA out of memory. Tried to allocate 1.73 GiB. GPU 0 has a total capacity of 23.56 GiB of which 805.25 MiB is free. Including non-PyTorch memory, this process has 22.76 GiB memory in use. Of the allocated memory 20.13 GiB is allocated by PyTorch, and 2.32 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",ebb6ad57d4118e3275c3109c5fdeca9299110db1ffda0924,87
samsum,"CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 23.56 GiB of which 805.25 MiB is free. Including non-PyTorch memory, this process has 22.76 GiB memory in use. Of the allocated memory 19.87 GiB is allocated by PyTorch, and 2.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0d0b1c51ccc5106ef10d27b869a04e54c9ffd5074ace32e4,88
samsum,"CUDA out of memory. Tried to allocate 8.92 GiB. GPU 0 has a total capacity of 23.56 GiB of which 8.92 GiB is free. Including non-PyTorch memory, this process has 14.63 GiB memory in use. Of the allocated memory 12.05 GiB is allocated by PyTorch, and 2.28 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3d57887e9bb04d7648a0091d39175cc3acd3b4c1d5e8d98b,89
samsum,"CUDA out of memory. Tried to allocate 11.72 GiB. GPU 0 has a total capacity of 23.56 GiB of which 8.92 GiB is free. Including non-PyTorch memory, this process has 14.63 GiB memory in use. Of the allocated memory 12.21 GiB is allocated by PyTorch, and 2.12 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",171d90f8d9592d69bfb3e6d3dfdc8c60d88bff006befecdb,90
samsum,"CUDA out of memory. Tried to allocate 1.11 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.25 MiB is free. Including non-PyTorch memory, this process has 23.54 GiB memory in use. Of the allocated memory 22.02 GiB is allocated by PyTorch, and 1.22 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",edfd7d3c1d103d813c255f8133a878ca477cd4ab20aa3923,91
samsum,"CUDA out of memory. Tried to allocate 7.07 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 127.32 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3327b50215d96390e5edf870d22e6f078874e1097bc29a80,92
samsum,"CUDA out of memory. Tried to allocate 16.10 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 12.44 GiB is allocated by PyTorch, and 6.70 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9fa8ff90564676845ee9b2c0cdb49efb769b25d235a1e331,93
samsum,"CUDA out of memory. Tried to allocate 6.93 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 18.86 GiB is allocated by PyTorch, and 278.90 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b80ec6059b275d67bdce55f73c1de138c0d87c756283f1ad,94
samsum,"CUDA out of memory. Tried to allocate 11.26 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 12.18 GiB is allocated by PyTorch, and 6.95 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0d071fdce0e38731a8ce8e4c2e0d8d7b56bcc9e547d7ee2d,95
samsum,"CUDA out of memory. Tried to allocate 26.09 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 12.92 GiB is allocated by PyTorch, and 6.21 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3823413de24cda2deac90bc7e23ac98e9f2a85a97e67d7b7,96
samsum,"CUDA out of memory. Tried to allocate 5.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 14.50 GiB is allocated by PyTorch, and 4.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",2c5fa3aaf2cd3b0ecdfa08c040b2f61b55a99a76cf3e1c5b,97
samsum,"CUDA out of memory. Tried to allocate 18.49 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.11 GiB is free. Including non-PyTorch memory, this process has 19.44 GiB memory in use. Of the allocated memory 12.56 GiB is allocated by PyTorch, and 6.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",ed2f9dae770b8bee6ab8f7b9f5155b1e32c1bad1552c679f,98
samsum,"CUDA out of memory. Tried to allocate 976.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 303.25 MiB is free. Including non-PyTorch memory, this process has 23.25 GiB memory in use. Of the allocated memory 21.43 GiB is allocated by PyTorch, and 1.51 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",100d6b1317c0e92000461be559a341f8b821838f88b7cc35,99
samsum,"CUDA out of memory. Tried to allocate 8.75 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.48 GiB is free. Including non-PyTorch memory, this process has 22.07 GiB memory in use. Of the allocated memory 20.79 GiB is allocated by PyTorch, and 1001.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",17a45a2cc25d2b357884f8ae0f02e14b0ce7161defe1cd7b,100
